Index	Clean	Noisy	Denoised
0	0.5532070601754701	0.5104402157216519	-0.008566955719507385
1	0.6899581080926672	0.6243746052917378	0.012773558064147898
2	0.4831200661758085	0.4197009610148101	0.048568828542295044
3	0.3683690612236411	0.3145949913273072	0.10722327139711604
4	0.27416374618046724	0.20652454957649968	0.12391156433692029
5	0.12405623113438288	0.026677107524173016	0.0894204258192395
6	-0.2659940779863773	-0.3527632611381243	-0.0808250259091085
7	-0.5325047925306056	-0.5763364226905628	-0.1985809451422037
8	-0.5375370054155738	-0.582478486777671	-0.19733018207082828
9	-0.47193049078024185	-0.5274028271458421	-0.16193053067546295
10	-0.40048752744595306	-0.4672515522567139	-0.1253751843106297
11	-0.23488229403885932	-0.2710050155465641	-0.026894745417944205
12	-0.055982928415825556	-0.10898584403365708	0.046365252170010696
13	0.0661549677956392	0.009211940654987316	0.09837275497271634
14	0.20535609436742572	0.14023065400624052	0.1635370936612444
15	0.4278075690720594	0.36889275716699865	0.29050314881552025
16	0.7107182493098353	0.6615559272933138	0.4521342619498465
17	0.910034410469808	0.8345214199233577	0.5382369271243377
18	0.9235023752820432	0.8319505389342954	0.5290874868498248
19	0.9477057728271224	0.8489922113123207	0.5397645439350369
20	1.1434995254532543	1.0640474416137495	0.6844553133284802
21	1.2226885807413497	1.1620882340348149	0.7918814856890303
22	0.948777420411122	0.8873374836707304	0.6538468948824295
23	0.596161292152379	0.552893388683358	0.45090942994407607
24	0.41439512155390223	0.39452642275404337	0.36309321915966347
25	0.24927035066896117	0.20333135454905005	0.26328064470749696
26	-0.02980221452705792	-0.0524234389327457	0.13651083585834523
27	-0.28557206614153297	-0.3052999001875577	0.018890820913427475
28	-0.37275200383165474	-0.4098438931046645	-0.017841092258249813
29	-0.3325604721783092	-0.39558470360728426	0.004270132946891658
30	-0.30643158516564106	-0.36835270760148	0.02947545263861584
31	-0.2940319036136497	-0.31488905344055673	0.059669194626513156
32	-0.1464473613420552	-0.17152136818449248	0.1244410913114804
33	0.12124691491645265	0.08435113596372362	0.23957575423184277
34	0.38382160593703774	0.3442835601570166	0.36294880183119416
35	0.7164625822460767	0.6898567147798229	0.5380253100164152
36	1.1004719977565631	1.0701610451605488	0.7240544604232688
37	1.1957739856505885	1.1649553067353275	0.7230940919380304
38	0.9587685093509933	0.9247789179721093	0.5694931076091465
39	0.8074587746197811	0.7900845819910878	0.4975059933152355
40	0.8623164806639235	0.8259784741042202	0.515170608874606
41	0.8303977323727597	0.7935472905175116	0.4964090488422376
42	0.6156884079905168	0.5966881909316747	0.3960574500955013
43	0.40552676186451253	0.37389929388046694	0.2832981168916063
44	0.38399843982277193	0.3442810063186481	0.2702068145322193
45	0.5309934301797318	0.5135107298253976	0.3505273297937574
